186,74
366,74
188,184
2,366
335,295
237,72
318,116
88,103
348,6
338,46
393,254
54,372
58,33
398,163
196,307
25,366
55,113
392,117
291,388
108,310
388,114
25,147
340,138
53,304
118,133
93,196
69,1
92,318
102,249
104,147
179,208
97,4
37,352
146,134
223,275
213,291
331,50
16,82
9,74
134,361
345,32
214,124
375,360
359,335
7,178
252,349
139,122
132,50
395,34
392,45
180,3
170,6
113,139
279,188
390,91
129,227
306,191
60,255
35,377
225,99
167,388
117,87
291,315
372,245
2,214
167,244
179,241
339,174
134,246
214,37
220,157
183,177
344,315
311,200
2,211
250,261
72,319
69,200
148,338
17,258
147,29
129,311
59,4
83,215
44,90
249,107
210,290
341,96
51,199
216,187
168,36
9,233
16,66
35,260
259,120
105,280
101,123
320,106
113,282
62,301
196,112
37,115
129,250
82,213
263,343
230,286
152,132
399,382
100,233
237,89
88,322
231,326
85,368
33,265
233,336
361,334
362,149
25,230
154,354
396,364
150,27
140,297
263,216
308,195
236,67
386,123
192,72
330,140
288,372
308,58
142,148
269,149
136,217
12,270
167,337
169,48
236,377
103,150
347,32
64,38
28,28
119,322
21,372
324,299
213,125
376,238
220,341
280,57
192,57
237,176
374,200
347,21
264,341
40,124
72,16
52,133
27,35
213,241
80,205
198,179
175,1
106,142
179,249
152,122
74,47
315,328
64,358
252,124
167,336
280,221
158,329
227,114
368,280
226,312
363,121
312,133
260,4
22,48
109,376
326,9
17,308
50,253
76,24
206,229
97,138
345,87
198,25
119,242
374,237
198,163
22,130
249,92
338,247
25,3
95,28
132,53
188,358
83,1
27,159
208,69
293,358
230,203
116,336
274,8
322,315
45,204
176,80
307,223
137,6
329,242
101,138
133,270
247,197
268,262
200,226
311,221
114,334
28,296
141,153
389,177
307,184
296,298
242,145
318,6
191,289
14,137
243,333
351,117
388,277
300,221
260,242
366,334
365,246
391,370
371,153
73,72
166,45
333,48
17,118
109,312
308,296
131,47
6,352
121,161
228,32
353,357
226,18
348,395
98,303
81,182
237,172
155,212
135,228
57,321
355,40
163,366
271,327
398,317
36,203
56,200
211,108
74,50
245,387
234,109
225,232
141,26
288,347
377,206
145,36
15,341
329,269
346,25
237,229
218,136
393,198
380,45
151,277
262,229
269,49
309,117
161,191
134,201
196,121
173,191
152,348
297,239
75,51
234,131
281,62
49,20
92,136
41,350
290,333
214,228
100,382
64,108
205,346
391,271
306,292
383,71
322,349
386,68
75,242
172,132
175,195
341,87
183,384
172,127
208,315
129,158
389,103
255,291
369,20
199,57
359,207
293,98
177,187
227,118
284,381
170,362
179,364
21,252
273,149
326,65
65,28
95,281
16,267
61,117
78,340
387,179
133,399
215,266
33,303
265,390
282,311
221,196
134,230
295,246
364,160
39,31
107,274
132,318
91,9
160,149
63,332
341,136
78,195
309,316
153,270
71,316
56,116
141,67
317,270
65,331
362,376
7,47
9,229
230,199
379,376
82,237
183,225
236,10
353,235
192,370
310,97
362,311
295,380
230,162
220,222
199,256
34,109
342,5
83,222
278,41
326,221
317,240
200,114
163,231
380,93
132,312
56,184
380,172
56,227
31,212
108,295
377,248
234,224
39,102
238,251
390,193
326,27
39,225
237,60
118,149
238,285
353,104
216,143
31,331
232,185
212,19
115,228
122,3
229,120
32,240
264,24
281,203
288,8
14,337
81,27
17,287
397,82
23,147
289,369
113,170
374,273
313,14
19,145
158,21
50,211
154,326
85,23
27,215
119,343
35,352
400,223
8,135
280,158
110,48
129,11
184,227
332,340
372,250
142,277
24,212
222,298
135,38
336,320
227,266
191,187
1,266
63,60
310,53
372,110
5,154
86,63
339,52
91,106
74,236
175,58
160,360
354,326
13,284
389,94
63,143
153,170
314,66
311,234
132,267
308,291
231,344
213,224
267,360
14,75
176,358
27,44
396,353
23,234
297,195
313,161
137,204
390,97
400,100
25,302
51,215
125,349
282,349
145,66
25,115
247,116
125,328
211,323
323,14
46,286
369,378
125,106
271,213
102,26
229,47
86,305
